Time;Position;Rotation.X;Rotation.Y;FPS;Input;Position.x;Position.y;Position.z;distance;cumulative_distance;angle_diff
66275.3064;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5325;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.337;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5002;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.3688;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5041;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.3994;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3632;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.4297;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4164;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.4618;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4595;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.4929;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3316;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.525;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3028;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.5551;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.1848;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.5868;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3132;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.617;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.2531;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.6475;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3329;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.6791;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3639;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.7091;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3043;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.7392;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3899;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.7707;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4388;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.8019;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3773;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.8335;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3447;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.8643;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3006;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.895;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.2962;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.9262;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3043;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.9573;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3133;;-0.7701;4;0.4684;0;5.24409996737556;0
66275.9884;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.2735;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.019;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.271;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.0507;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.327;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.0809;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.2553;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.1118;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3085;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.1423;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3195;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.174;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3701;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.2031;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3018;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.2329;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4758;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.2645;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5696;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.2955;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4597;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.3271;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4556;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.3583;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4156;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.3901;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3444;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.4197;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.2426;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.4504;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4325;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.4816;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4269;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.5107;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3915;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.5413;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5745;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.5724;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5761;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.6045;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5736;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.6527;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3662;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.6664;(-0.7701, 4.0000, 0.4684);47.4;10.5;30.6642;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.6961;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5441;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.7271;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.7008;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.7571;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.6353;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.7887;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.6941;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.8198;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5867;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.8503;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5696;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.8818;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5641;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.9118;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4848;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.9443;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5334;;-0.7701;4;0.4684;0;5.24409996737556;0
66276.9742;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4062;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.0043;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4954;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.0361;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.5463;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.0666;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4552;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.0992;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.4496;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.1301;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.2986;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.1613;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.3145;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.194;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.2529;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.2226;(-0.7701, 4.0000, 0.4684);47.4;10.5;32.1131;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.2552;(-0.7701, 4.0000, 0.4684);46.9306;10.5;32.3377;;-0.7701;4;0.4684;0;5.24409996737556;-0.469400000000007
66277.2859;(-0.7701, 4.0000, 0.4684);43.2259;11.3211;32.1726;;-0.7701;4;0.4684;0;5.24409996737556;-3.7047
66277.3155;(-0.7701, 4.0000, 0.4684);37.5097;12.6422;32.2067;;-0.7701;4;0.4684;0;5.24409996737556;-5.71620000000001
66277.3477;(-0.7701, 4.0000, 0.4684);30.6255;14.0012;32.3792;;-0.7701;4;0.4684;0;5.24409996737556;-6.88419999999999
66277.3849;(-0.7701, 4.0000, 0.4684);22.2078;15.6302;32.2429;;-0.7701;4;0.4684;0;5.24409996737556;-8.4177
66277.3904;(-0.7701, 4.0000, 0.4684);22.2078;15.6302;32.2429;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.4205;(-0.7701, 4.0000, 0.4684);13.0899;18.0503;31.5834;;-0.7701;4;0.4684;0;5.24409996737556;-9.11789999999999
66277.4591;(-0.7701, 4.0000, 0.4684);7.7636;19.4866;31.2279;;-0.7701;4;0.4684;0;5.24409996737556;-5.3263
66277.4949;(-0.7701, 4.0000, 0.4684);3.9162;20.5386;30.6165;;-0.7701;4;0.4684;0;5.24409996737556;-3.84739999999999
66277.5345;(-0.7701, 4.0000, 0.4684);1.491;20.8415;30.2834;;-0.7701;4;0.4684;0;5.24409996737556;-2.42519999999999
66277.5711;(-0.7701, 4.0000, 0.4684);358.1546;20.9548;29.6996;;-0.7701;4;0.4684;0;5.24409996737556;-3.33639999999991
66277.609;(-0.7701, 4.0000, 0.4684);356.5968;20.9849;29.43;;-0.7701;4;0.4684;0;5.24409996737556;-1.55780000000004
66277.6458;(-0.7701, 4.0000, 0.4684);354.7673;20.927;29.1121;;-0.7701;4;0.4684;0;5.24409996737556;-1.8295
66277.6844;(-0.7701, 4.0000, 0.4684);351.4102;20.909;28.9056;;-0.7701;4;0.4684;0;5.24409996737556;-3.3571
66277.6904;(-0.7701, 4.0000, 0.4684);351.4102;20.909;28.9056;;-0.7701;4;0.4684;0;5.24409996737556;0
66277.7194;(-0.7701, 4.0000, 0.4684);348.6778;20.9027;28.5568;;-0.7701;4;0.4684;0;5.24409996737556;-2.73239999999998
66277.7568;(-0.7701, 4.0000, 0.4684);347.9374;20.901;28.5645;;-0.7701;4;0.4684;0;5.24409996737556;-0.740399999999966
66277.7924;(-0.7701, 4.0000, 0.4684);347.6433;20.9003;28.3744;;-0.7701;4;0.4684;0;5.24409996737556;-0.294100000000014
66277.8303;(-0.7701, 4.0000, 0.4684);347.5512;20.9001;28.3359;;-0.7701;4;0.4684;0;5.24409996737556;-0.0921000000000163
66277.8647;(-0.7701, 4.0000, 0.4684);347.5166;20.9;28.1541;;-0.7701;4;0.4684;0;5.24409996737556;-0.0346000000000117
66277.8968;(-0.7701, 4.0000, 0.4684);347.5063;20.9;28.2278;;-0.7701;4;0.4684;0;5.24409996737556;-0.0102999999999724
66277.9282;(-0.7701, 4.0000, 0.4684);347.5027;20.9;28.4899;;-0.7701;4;0.4684;0;5.24409996737556;-0.00360000000000582
66277.9618;(-0.7701, 4.0000, 0.4684);347.5012;20.9;28.7845;;-0.7701;4;0.4684;0;5.24409996737556;-0.00150000000002137
66277.9947;(-0.7701, 4.0000, 0.4684);347.5005;20.9;28.9076;;-0.7701;4;0.4684;0;5.24409996737556;-0.000699999999994816
66278.0256;(-0.7701, 4.0000, 0.4684);347.5002;20.9;29.0402;;-0.7701;4;0.4684;0;5.24409996737556;-0.000299999999981537
66278.0574;(-0.7701, 4.0000, 0.4684);347.5001;20.9;29.3314;;-0.7701;4;0.4684;0;5.24409996737556;-0.000100000000031741
66278.0919;(-0.7701, 4.0000, 0.4684);347.5001;20.9;29.5254;;-0.7701;4;0.4684;0;5.24409996737556;0
66278.1214;(-0.7701, 4.0000, 0.4684);347.3769;20.9;29.496;;-0.7701;4;0.4684;0;5.24409996737556;-0.123199999999997
66278.1544;(-0.7701, 4.0000, 0.4684);347.282;20.9;29.8555;;-0.7701;4;0.4684;0;5.24409996737556;-0.0948999999999955
66278.185;(-0.7701, 4.0000, 0.4684);346.76;20.7808;29.9102;;-0.7701;4;0.4684;0;5.24409996737556;-0.521999999999991
66278.2161;(-0.7701, 4.0000, 0.4684);346.4529;20.7362;30.178;;-0.7701;4;0.4684;0;5.24409996737556;-0.307099999999991
66278.2493;(-0.7701, 4.0000, 0.4684);346.3118;20.7159;30.373;;-0.7701;4;0.4684;0;5.24409996737556;-0.141099999999994
66278.285;(-0.7701, 4.0000, 0.4684);346.2449;20.7063;30.3428;;-0.7701;4;0.4684;0;5.24409996737556;-0.0669000000000324
66278.3162;(-0.7701, 4.0000, 0.4684);345.4409;20.7022;30.0757;;-0.7701;4;0.4684;0;5.24409996737556;-0.803999999999974
66278.3485;(-0.7701, 4.0000, 0.4684);344.3506;20.6444;30.2615;;-0.7701;4;0.4684;0;5.24409996737556;-1.09030000000001
66278.3808;(-0.7701, 4.0000, 0.4684);343.1516;20.6183;30.313;;-0.7701;4;0.4684;0;5.24409996737556;-1.19900000000001
66278.4142;(-0.7701, 4.0000, 0.4684);341.4648;20.5502;30.4274;;-0.7701;4;0.4684;0;5.24409996737556;-1.68679999999995
66278.4483;(-0.7701, 4.0000, 0.4684);338.2343;19.9747;30.3731;;-0.7701;4;0.4684;0;5.24409996737556;-3.23050000000001
66278.484;(-0.7701, 4.0000, 0.4684);335.2069;19.4352;30.2663;;-0.7701;4;0.4684;0;5.24409996737556;-3.0274
66278.5181;(-0.7701, 4.0000, 0.4684);332.4778;19.0863;29.994;;-0.7701;4;0.4684;0;5.24409996737556;-2.72910000000002
66278.5537;(-0.7701, 4.0000, 0.4684);331.4525;18.9104;29.9391;;-0.7701;4;0.4684;0;5.24409996737556;-1.02530000000002
66278.5903;(-0.7701, 4.0000, 0.4684);331.0329;18.8391;29.7318;;-0.7701;4;0.4684;0;5.24409996737556;-0.419600000000003
66278.625;(-0.7701, 4.0000, 0.4684);330.8796;18.8133;29.475;;-0.7701;4;0.4684;0;5.24409996737556;-0.153300000000002
66278.6591;(-0.7701, 4.0000, 0.4684);330.8297;18.8049;29.3942;;-0.7701;4;0.4684;0;5.24409996737556;-0.0498999999999796
66278.6937;(-0.7701, 4.0000, 0.4684);330.8116;18.8019;29.4084;;-0.7701;4;0.4684;0;5.24409996737556;-0.018100000000004
66278.7261;(-0.7701, 4.0000, 0.4684);330.8044;18.8007;29.3571;;-0.7701;4;0.4684;0;5.24409996737556;-0.00720000000001164
66278.7583;(-0.7701, 4.0000, 0.4684);330.8018;18.8003;29.5111;;-0.7701;4;0.4684;0;5.24409996737556;-0.00259999999997262
66278.7903;(-0.7701, 4.0000, 0.4684);330.8008;18.8001;29.6419;;-0.7701;4;0.4684;0;5.24409996737556;-0.0010000000000332
66278.8214;(-0.7701, 4.0000, 0.4684);330.8004;18.8001;29.8024;;-0.7701;4;0.4684;0;5.24409996737556;-0.000399999999956435
66278.8529;(-0.7701, 4.0000, 0.4684);330.8002;18.8;30.0311;;-0.7701;4;0.4684;0;5.24409996737556;-0.000200000000006639
66278.8853;(-0.7701, 4.0000, 0.4684);330.8001;18.8;30.1947;;-0.7701;4;0.4684;0;5.24409996737556;-0.000100000000031741
66278.9159;(-0.7701, 4.0000, 0.4684);330.8;18.8;30.2584;;-0.7701;4;0.4684;0;5.24409996737556;-9.99999999748979e-05
66278.948;(-0.7701, 4.0000, 0.4684);330.8;18.8;30.4764;;-0.7701;4;0.4684;0;5.24409996737556;0
66278.979;(-0.7701, 4.0000, 0.4684);330.8;18.8;30.5627;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.0126;(-0.7701, 4.0000, 0.4684);330.8;18.8;30.685;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.0401;(-0.7701, 4.0000, 0.4684);330.8;18.8;30.6501;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.0715;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.0541;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.1041;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.1603;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.1354;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.0929;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.1662;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.2397;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.1984;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.3108;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.2296;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.3086;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.262;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.3489;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.2931;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.3188;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.3239;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.4233;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.3576;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.4868;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.3885;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.3185;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.4202;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.4217;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.4522;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.447;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.4848;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.3923;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.5158;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.3166;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.5469;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.4302;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.5775;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.5138;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.6079;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.6168;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.6403;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.7244;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.6709;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.6505;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.7037;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.7418;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.7359;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.6139;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.7664;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.5795;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.7985;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.6786;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.8299;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.6229;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.8604;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.6482;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.892;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.7566;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.9239;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.7295;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.9549;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.7201;;-0.7701;4;0.4684;0;5.24409996737556;0
66279.9861;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.77;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.0179;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.7788;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.0485;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.7933;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.0801;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8411;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.1111;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8368;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.1424;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8618;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.1743;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8551;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.2059;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8092;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.2356;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.7939;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.2682;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9666;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.2993;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8692;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.3306;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9078;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.3617;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8725;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.3928;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9164;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.4249;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9415;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.4559;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8561;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.4868;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9173;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.5179;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9158;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.5497;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.951;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.5816;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9081;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.6116;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8499;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.6436;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.951;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.6738;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9258;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.7054;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.045;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.7378;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0009;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.7694;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8652;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.8005;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8453;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.8326;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8946;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.8628;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8194;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.8951;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9486;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.9247;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8517;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.956;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0029;;-0.7701;4;0.4684;0;5.24409996737556;0
66280.9881;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0154;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.0176;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.923;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.0503;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0657;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.0809;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9374;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.113;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9896;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.1441;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9703;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.1757;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9431;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.2065;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9321;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.2385;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9569;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.2698;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9157;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.3009;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9011;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.3321;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9296;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.3629;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9594;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.3939;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9804;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.4259;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0471;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.4583;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9222;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.4889;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8438;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.5205;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9288;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.5521;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8843;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.5836;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9114;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.6137;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8527;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.6443;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9721;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.6769;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0517;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.7067;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.9036;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.738;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0824;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.7685;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0479;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.8008;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0958;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.833;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0171;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.8622;(-0.7701, 4.0000, 0.4684);330.8;18.8;31.8953;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.8936;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.1258;;-0.7701;4;0.4684;0;5.24409996737556;0
66281.9259;(-0.7701, 4.0000, 0.4684);330.8;18.8;32.0946;;-0.7701;4;0.4684;0;5.24409996737556;0
